"X","cev_st","cev_lvl","prod_type_st","prod_type_lvl","statesid","cash_tt","EjVcev","EjV","counter_policy","EjVcev_gap"
1908126,"cev0",0,"A12244",12244,646,17.2775214444069,4.28008949256065,4.28008949256065,"19E1kapTkTr28",0
1869139,"cev0",0,"A8993",8993,649,18.5001209327202,4.21943157397051,4.21943157397051,"19E1kapTkTr28",0
1888639,"cev0",0,"A10189",10189,649,18.5571748788718,4.25010637240811,4.25010637240811,"19E1kapTkTr28",0
1908139,"cev0",0,"A12244",12244,649,18.6727078182385,4.30501679693479,4.30501679693479,"19E1kapTkTr28",0
1869152,"cev0",0,"A8993",8993,651,21.7988745577306,4.28431274156988,4.28431274156988,"19E1kapTkTr28",0
1888652,"cev0",0,"A10189",10189,651,22.2748268331734,4.31487560139262,4.31487560139262,"19E1kapTkTr28",0
1908152,"cev0",0,"A12244",12244,651,23.2386193328908,4.36800788761988,4.36800788761988,"19E1kapTkTr28",0
1869165,"cev0",0,"A8993",8993,656,22.2657005151614,4.29229770672543,4.29229770672543,"19E1kapTkTr28",0
1888665,"cev0",0,"A10189",10189,656,22.4304881223831,4.31727225788546,4.31727225788546,"19E1kapTkTr28",0
1908165,"cev0",0,"A12244",12244,656,22.7641792676536,4.36241371382981,4.36241371382981,"19E1kapTkTr28",0
1869386,"cev0",0,"A8993",8993,752,1.34488896934726,-1.17159976478809,-1.17159976478809,"19E1kapTkTr28",0
1888886,"cev0",0,"A10189",10189,752,1.51567218215536,0.031910074233862,0.031910074233862,"19E1kapTkTr28",0
1908386,"cev0",0,"A12244",12244,752,1.86150429195875,1.98838961853558,1.98838961853558,"19E1kapTkTr28",0
1869399,"cev0",0,"A8993",8993,754,1.36115413860698,-1.05832293283495,-1.05832293283495,"19E1kapTkTr28",0
1888899,"cev0",0,"A10189",10189,754,1.420283926286,-0.280993265691941,-0.280993265691941,"19E1kapTkTr28",0
1908399,"cev0",0,"A12244",12244,754,1.54002039738893,1.38575662889055,1.38575662889055,"19E1kapTkTr28",0
1869412,"cev0",0,"A8993",8993,755,2.24040601223621,1.38089605903967,1.38089605903967,"19E1kapTkTr28",0
1888912,"cev0",0,"A10189",10189,755,2.41118922504431,1.96647026550094,1.96647026550094,"19E1kapTkTr28",0
1908412,"cev0",0,"A12244",12244,755,2.7570213348477,2.91522799470168,2.91522799470168,"19E1kapTkTr28",0
1869425,"cev0",0,"A8993",8993,756,4.77992908072879,3.11360223250104,3.11360223250104,"19E1kapTkTr28",0
1888925,"cev0",0,"A10189",10189,756,5.27319832660172,3.39399038027979,3.39399038027979,"19E1kapTkTr28",0
1908425,"cev0",0,"A12244",12244,756,6.27205729638258,3.78858334241579,3.78858334241579,"19E1kapTkTr28",0
1869438,"cev0",0,"A8993",8993,757,2.28353669278259,1.44733926920913,1.44733926920913,"19E1kapTkTr28",0
1888938,"cev0",0,"A10189",10189,757,2.34266648046161,1.87662331079273,1.87662331079273,"19E1kapTkTr28",0
1908438,"cev0",0,"A12244",12244,757,2.46240295156454,2.70466061515642,2.70466061515642,"19E1kapTkTr28",0
1869451,"cev0",0,"A8993",8993,758,3.16278856641181,2.34192243984498,2.34192243984498,"19E1kapTkTr28",0
1888951,"cev0",0,"A10189",10189,758,3.33357177921991,2.70048640245981,2.70048640245981,"19E1kapTkTr28",0
1908451,"cev0",0,"A12244",12244,758,3.6794038890233,3.30373309422283,3.30373309422283,"19E1kapTkTr28",0
1869464,"cev0",0,"A8993",8993,764,5.0913982489376,3.20705819268599,3.20705819268599,"19E1kapTkTr28",0
1888964,"cev0",0,"A10189",10189,764,5.2621814617457,3.39144950619157,3.39144950619157,"19E1kapTkTr28",0
1908464,"cev0",0,"A12244",12244,764,5.60801357154909,3.70673879426662,3.70673879426662,"19E1kapTkTr28",0
1869477,"cev0",0,"A8993",8993,778,9.56328977353847,3.84243246382822,3.84243246382822,"19E1kapTkTr28",0
1888977,"cev0",0,"A10189",10189,778,9.62241956121749,3.91687044579539,3.91687044579539,"19E1kapTkTr28",0
1908477,"cev0",0,"A12244",12244,778,9.74215603232042,4.047770900938,4.047770900938,"19E1kapTkTr28",0
1869490,"cev0",0,"A8993",8993,782,11.6109882703913,3.97595161607327,3.97595161607327,"19E1kapTkTr28",0
1888990,"cev0",0,"A10189",10189,782,11.7817714831994,4.03955744919795,4.03955744919795,"19E1kapTkTr28",0
1908490,"cev0",0,"A12244",12244,782,12.1276035930027,4.1480244949255,4.1480244949255,"19E1kapTkTr28",0
1869503,"cev0",0,"A8993",8993,783,14.1505113388838,4.0914054990793,4.0914054990793,"19E1kapTkTr28",0
1889003,"cev0",0,"A10189",10189,783,14.6437805847568,4.14961594093858,4.14961594093858,"19E1kapTkTr28",0
1908503,"cev0",0,"A12244",12244,783,15.6426395545376,4.24588414915579,4.24588414915579,"19E1kapTkTr28",0
1869516,"cev0",0,"A8993",8993,786,15.3540113608041,4.13365898916817,4.13365898916817,"19E1kapTkTr28",0
